id,category_id,name,slug,description,specs,price,original_price,stock,is_featured,is_flash_deal,flash_deal_ends_at,images,variants,rating_avg,reviews_count,created_at,updated_at,badge
79f31945-7364-445f-8ed0-239c8b9b024a,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #9,accessories-ultra-tech-gadget-9-62,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},680.00,2780.00,38,true,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
7bac325f-7852-47dc-9132-5456f78db248,a4444444-4444-4444-8444-444444444444,Black Spice Body Splash 250ml,black-spice-body-splash-250ml-1659,بودي سبلاش رجالي دافئ برائحة التوابل السوداء والعنبر الأنيق.,{},330.00,412.50,56,true,true,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,BESTSELLER
7c7e3d90-4da7-4534-a393-9eb886c36512,a4444444-4444-4444-8444-444444444444,Black Amber & Citrus Body Splash 250ml,black-amber-citrus-body-splash-250ml-64805,بودي سبلاش رجالي مميز يجمع بين انتعاش الحمضيات ودفء العنبر.,{},320.00,416.00,53,true,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,BESTSELLER
8549d148-70f1-4a2d-81b2-f37a8cbde3e1,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #10,women-care-glow-body-mist-&-care-10-362,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},740.00,3100.00,54,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
86d861c0-ff4e-4c88-997b-15ec0ca3a823,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #1,women-care-glow-body-mist-&-care-1-941,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},300.00,2730.00,27,false,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
89c986d8-c209-473f-928e-8eff554c8370,a2222222-2222-4222-8222-222222222222,Waterproof Tech Organizer Pouch,waterproof-tech-organizer-pouch-4095,حقيبة منظمة للشواحن والكابلات والسماعات مقاومة للمياه ومثالية للسفر.,{},480.00,600.00,37,false,false,,"[""https://images.unsplash.com/photo-1627123424574-724758594e93?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,TRENDING
8ade8eba-cc5c-4d29-b555-a0a38783fe39,a1111111-1111-4111-8111-111111111111,"Gaming Monitor 27"" 165Hz IPS",gaming-monitor-27-165hz-6156,شاشة ألعاب احترافية 27 بوصة بدقة QHD وزمن استجابة 1ms مع تباين ألوان عالي.,{},8900.00,11125.00,39,true,false,,"[""https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,HOT
8b13f80d-87be-4307-acec-e1642d35513e,a2222222-2222-4222-8222-222222222222,Anti-Blue Light Screen Protector Pad,anti-blue-light-screen-protector-pad-4677,واقي شاشة عالي الحماية يمنع إجهاد العين والأشعة الزرقاء الضارة.,{},290.00,362.50,31,false,false,,"[""https://images.unsplash.com/photo-1587826080692-f439cd0b70da?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,SALE
8b6e8ee2-c700-4d2f-8c2e-ed0371e5b23b,a1111111-1111-4111-8111-111111111111,Ergonomic Vertical Wireless Mouse,ergonomic-vertical-mouse-3970,ماوس عمودي حماسي مريح للأعصاب لمنع آلام اليد أثناء العمل الطويل.,{},670.00,837.50,46,false,false,,"[""https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
8b7daaff-8786-48f8-94db-e5938656df33,a3333333-3333-4333-8333-333333333333,Gentle Foam Face Wash Salicylic Acid,gentle-foam-face-wash-salicylic-1534,غسول رغوي لطيف بحمض الساليسليك لتنظيف البشرة ومنع حب الشباب.,{},290.00,362.50,32,true,false,,"[""https://images.unsplash.com/photo-1556228720-195a672e8a03?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
8d4d5e19-7fc6-4a07-a6a8-c88a0fcfe844,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #10,electronics-pro-smart-device-10-225,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1280.00,2090.00,58,false,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
8e63d5c0-a1d1-4476-ac1b-14f4ec35925b,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #2,men-care-dark-leather-splash-&-grooming-2-789,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1280.00,3450.00,34,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
9035ec3e-7f87-48b7-a624-e852ee283d8d,a3333333-3333-4333-8333-333333333333,Women Care Glow Body Mist & Care #4,women-care-glow-body-mist-&-care-4-12,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2770.00,960.00,18,false,true,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,PREMIUM
9338a37e-c9dc-488e-abe9-c5355b85b10f,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #13,accessories-ultra-tech-gadget-13-618,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},900.00,4430.00,35,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
9482c66f-d7ea-4f73-b5c9-ec3cec76f8b5,a3333333-3333-4333-8333-333333333333,Niacinamide 10% Pore Minimizing Serum,niacinamide-10-pore-minimizing-serum-42295,سيروم النياسيناميد المركز لتقليل حجم المسام وإعادة توازن الدهون للبشرة.,{},460.00,598.00,40,true,true,,"[""https://images.unsplash.com/photo-1620916566398-39f1143ab7be?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,BESTSELLER
9497d47c-6bcd-4fa0-804a-200e8fb6e1e1,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #13,men-care-dark-leather-splash-&-grooming-13-169,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1920.00,3410.00,19,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
a0a8cb11-c88e-4883-9fb8-bab79caa0652,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #11,accessories-ultra-tech-gadget-11-510,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2590.00,3020.00,56,false,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.60,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
a107258d-66aa-4e31-b484-ae07d8c25c56,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #10,men-care-dark-leather-splash-&-grooming-10-418,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2030.00,2040.00,25,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
a1a0d9db-0bf7-4f09-849c-120f899f187a,a2222222-2222-4222-8222-222222222222,6-in-1 Braided Multi Charging Cable,6-in-1-braided-multi-charging-cable-44526,كابل شحن متعدد المنافذ قوي ومضاد للقطع يشحن جميع الأجهزة بحرية.,{},310.00,403.00,59,true,true,,"[""https://images.unsplash.com/photo-1544816155-12df9643f363?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,BESTSELLER
a29359cd-e6e4-46da-a399-3f019d51c23e,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #12,accessories-ultra-tech-gadget-12-168,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1610.00,3350.00,23,true,true,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,BESTSELLER
a3ee4088-e3ea-49bb-9f62-a7118571cc3b,a2222222-2222-4222-8222-222222222222,Adjustable Aluminum Laptop Riser,adjustable-aluminum-laptop-riser-5506,حامل لابتوب معدني قابل للضبط لتحسين وضعية الجلوس وتبريد الجهاز.,{},720.00,936.00,15,true,true,,"[""https://images.unsplash.com/photo-1586953208448-b95a79798f07?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,NEW
a45c7013-89dc-4dd8-8bbc-117b9f80bd12,a3333333-3333-4333-8333-333333333333,Berry Sorbet Refreshing Body Splash 250ml,berry-sorbet-refreshing-body-splash-250ml-32063,بودي سبلاش منعش جداً برائحة سوربيه التوت والرمان الصيفي.,{},300.00,390.00,19,true,false,,"[""https://images.unsplash.com/photo-1547887537-6158d64c35b3?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,NEW
a4676cc6-1134-40eb-972f-af3858e12c53,a4444444-4444-4444-8444-444444444444,Deep Sea Minerals Body Wash 500ml,deep-sea-minerals-body-wash-500ml-71009,شاور جيل رجالي بمنعش بأملاح البحر الميت لتنظيف الجسم وانتعاشه.,{},280.00,364.00,32,false,false,,"[""https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,NEW
a524aecd-b4ab-4782-bba3-b46bd180a652,a2222222-2222-4222-8222-222222222222,Car Air Vent Phone Holder Gravity,car-air-vent-phone-holder-gravity-5179,حامل هاتف للسيارة يعمل بالجاذبية لتثبيت ممتاز وآمن أثناء القيادة.,{},260.00,325.00,53,false,true,,"[""https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7?auto=format&fit=crop&w=600&q=80""]",[],4.50,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,HOT
a7451d91-e527-4fcb-8b55-0bb9736bd7d5,a1111111-1111-4111-8111-111111111111,Portable Bluetooth Speaker Bass+,portable-bluetooth-speaker-bass-1226,سماعة بلوتوث مضادة للمياه بصوت ستيريو نقي وبطارية تدوم 24 ساعة.,{},1250.00,1562.50,56,true,false,,"[""https://images.unsplash.com/photo-1608043152269-423dbba4e7e1?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,BESTSELLER
a8295997-c5c9-4bf5-a3d2-9fd2efde4a61,a3333333-3333-4333-8333-333333333333,Sweet Passion Fruit Body Mist 250ml,sweet-passion-fruit-body-mist-250ml-8915,بودي سبلاش برائحة الباشن فروت والفراولة الاستوائية الثابتة جداً.,{},300.00,375.00,41,true,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,NEW
ae161b49-7a5e-4105-90f1-a7981a62ec7f,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #11,men-care-dark-leather-splash-&-grooming-11-194,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1790.00,3820.00,56,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
ae5781c1-abd1-4272-a8a3-e15ea11074aa,a4444444-4444-4444-8444-444444444444,Men Care Dark Leather Splash & Grooming #3,men-care-dark-leather-splash-&-grooming-3-949,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},2590.00,2460.00,22,true,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,TRENDING
af34b448-4e03-47f6-98ad-fcb6dd9c5899,a2222222-2222-4222-8222-222222222222,Waterproof Protective Case AirPods Pro,waterproof-protective-case-airpods-pro-38996,جراب حماية لسماعات AirPods مقاوم للصدمات والمياه مع حلقة تعليق.,{},190.00,247.00,52,false,false,,"[""https://images.unsplash.com/photo-1627123424574-724758594e93?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,SALE
b1111111-1111-4111-8111-111111111111,a1111111-1111-4111-8111-111111111111,CyberHeadset ANC Pro,aura-cyberheadset-anc-pro,سماعة أذن احترافية عازلة للضوضاء بصوت محيطي 7.1 وبطارية تدوم 40 ساعة.,{},1299.00,1599.00,15,true,true,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],5.00,1,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,HOT
b1111111-1111-4111-8111-222222222222,a1111111-1111-4111-8111-111111111111,UltraBook Neo 16 Pro,aura-ultrabook-neo-16-pro,لابتوب تقني فائق النحافة مع معالج الجيل الحديث وشاشة OLED 120Hz.,{},24999.00,27999.00,8,true,false,,"[""https://images.unsplash.com/photo-1496181133206-80ce9b88a853?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,PREMIUM
b2222222-2222-4222-8222-111111111111,a2222222-2222-4222-8222-222222222222,Chrono Smartwatch Platinum,aura-chrono-smartwatch-platinum,ساعة ذكية بشاشة AMOLED وقياس نبضات القلب ونسبة الأكسجين ومقاومة للماء.,{},1899.00,2200.00,25,true,true,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,BESTSELLER
b2222222-2222-4222-8222-222222222222,a2222222-2222-4222-8222-222222222222,MagSafe Leather Magnetic Wallet,magsafe-leather-magnetic-wallet,محفظة كروت جلدية مغناطيسية تدعم خاصية MagSafe لجميع الهواتف الذكية.,{},349.00,450.00,50,false,false,,"[""https://images.unsplash.com/photo-1627123424574-724758594e93?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,NEW
b3333333-3333-4333-8333-111111111111,a3333333-3333-4333-8333-333333333333,Glow Hyaluronic Serum,aura-glow-hyaluronic-serum,سيروم الهيالورونيك أسيد وحمض النياسيناميد لترطيب البشرة وإعطائها نضارة زجاجية.,{},450.00,550.00,30,true,false,,"[""https://images.unsplash.com/photo-1620916566398-39f1143ab7be?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,TRENDING
b3333333-3333-4333-8333-222222222222,a3333333-3333-4333-8333-333333333333,Velvet Rose Body Mist Splash 250ml,velvet-rose-body-mist-splash-250ml,بودي سبلاش منعش برائحة الورد المخملي والفانيليا الثابتة يدوم طوال اليوم.,{},299.00,399.00,40,true,true,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,HOT
b3333333-3333-4333-8333-333333333333,a3333333-3333-4333-8333-333333333333,HydraGlow Night Face Cream,aura-hydraglow-night-face-cream,كريم ليلي مكثف للترطيب وتغذية البشرة وخلاصة فيتامين C الطبيعي.,{},520.00,620.00,20,false,false,,"[""https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,NEW
b4444444-4444-4444-8444-111111111111,a4444444-4444-4444-8444-444444444444,Charcoal Face Wash & Cleanser,aura-charcoal-face-wash-cleanser,غسول الفحم النشط لتنظيف البشرة بعمق وتنقيتها من الدهون والأتربة.,{},250.00,320.00,35,false,false,,"[""https://images.unsplash.com/photo-1556228720-195a672e8a03?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,NEW
b4444444-4444-4444-8444-222222222222,a4444444-4444-4444-8444-444444444444,Dark Leather Body Splash 250ml,aura-dark-leather-body-splash-250ml,بودي سبلاش رجالي ثقيل برائحة الجلد والأخشاب العطرية المنعشة.,{},320.00,420.00,45,true,true,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:17:24.555847+00,2026-08-17 20:17:24.555847+00,BESTSELLER
b86920f8-9378-4f53-a215-5a0c979035f4,a2222222-2222-4222-8222-222222222222,Accessories Ultra Tech Gadget #15,accessories-ultra-tech-gadget-15-483,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1080.00,1500.00,46,true,false,,"[""https://images.unsplash.com/photo-1523275335684-37898b6baf30?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,NEW
ba449d35-8919-4442-84f2-952e8b738d66,a1111111-1111-4111-8111-111111111111,Wireless Mechanical Keyboard RGB 75%,wireless-mechanical-keyboard-rgb-75-50787,كيبورد ميكانيكي لاسلكي بحجم 75% مع إضاءة RGB ومفاتيح هادئة للكتابة والألعاب.,{},1450.00,1885.00,70,false,true,,"[""https://images.unsplash.com/photo-1587829741301-dc798b83add3?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,HOT
bac07f1c-9c6f-44c5-9232-7e382392bc52,a4444444-4444-4444-8444-444444444444,Silver Musk Body Splash 250ml,silver-musk-body-splash-250ml-1551,بودي سبلاش رجالي كلاسيكي برائحة المسك الفضي الجذاب للرجال.,{},340.00,425.00,35,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,PREMIUM
c00872af-c478-4412-9407-2fd6c7e3a366,a1111111-1111-4111-8111-111111111111,Electronics Pro Smart Device #11,electronics-pro-smart-device-11-910,منتج فائق الجودة والأداء ومصمم خصيصاً لتلبية احتياجاتك مع ضمان واستبدال مباشر.,{},1050.00,3440.00,12,false,false,,"[""https://images.unsplash.com/photo-1505740420928-5e560c06d30e?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:24:56.466376+00,2026-08-17 20:24:56.466376+00,HOT
c1111111-1111-4111-8111-000000000001,a1111111-1111-4111-8111-111111111111,Soundbar Studio 5.1 Dolby Atmos,aura-soundbar-studio-51-dolby,ساوند بار مسرحي مع سبووفر لاسلكي وصوت محيطي ذكي 5.1 للمنازل والألعاب.,{},4500.00,5200.00,12,true,true,,"[""https://images.unsplash.com/photo-1545454675-3531b543be5d?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,HOT
c1111111-1111-4111-8111-000000000002,a1111111-1111-4111-8111-111111111111,ActionCam 4K WaterProof Pro,aura-actioncam-4k-waterproof-pro,كاميرا مغامرات 4K فائقة الثبات مقاومة للمياه حتى عمق 30 متر مع ملحقات تصوير.,{},2899.00,3400.00,18,false,false,,"[""https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,NEW
c1111111-1111-4111-8111-000000000003,a1111111-1111-4111-8111-111111111111,MechKeyboard RGB Wireless,aura-mechkeyboard-rgb-wireless,كيبورد ميكانيكي مخصص للألعاب مع مفاتيح حاسمة وإضاءة RGB مخصصة.,{},1150.00,1400.00,22,true,false,,"[""https://images.unsplash.com/photo-1587829741301-dc798b83add3?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,BESTSELLER
c2222222-2222-4222-8222-000000000001,a2222222-2222-4222-8222-222222222222,"PowerCore 20,000mAh 65W GaN",aura-powercore-20000mah-65w-gan,باور بانك سريع جداً بقوة 65 واط ليشحن اللابتوب والهاتف في آن واحد.,{},1250.00,1500.00,30,true,true,,"[""https://images.unsplash.com/photo-1609592424074-b52b3602ee51?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,LIMITED
c2222222-2222-4222-8222-000000000002,a2222222-2222-4222-8222-222222222222,"Minimalist Leather Laptop Sleeve 15""",minimalist-leather-laptop-sleeve-15,جراب لابتوب قياس 15 بوصة مصنع من الجلد الفاخر المبطن للحماية.,{},650.00,800.00,40,false,false,,"[""https://images.unsplash.com/photo-1544816155-12df9643f363?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,NEW
c2222222-2222-4222-8222-000000000003,a2222222-2222-4222-8222-222222222222,Precision Ergonomic Wireless Mouse,aura-precision-ergonomic-wireless-mouse,ماوس لاسلكي مريح لليد يمنع الإجهاد مع بطارية تدوم 3 أشهر.,{},899.00,1100.00,15,false,false,,"[""https://images.unsplash.com/photo-1615663245857-ac93bb7c39e7?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,TRENDING
c2f48e5f-6148-427c-a667-136ed1f53906,a3333333-3333-4333-8333-333333333333,Retinol Night Serum Anti-Aging,retinol-night-serum-anti-aging-5984,سيروم ريتينول مسائي لتجديد خلايا البشرة وتقليل خطوط الوجه والمسام.,{},580.00,725.00,22,true,false,,"[""https://images.unsplash.com/photo-1620916566398-39f1143ab7be?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:21:25.239987+00,2026-08-17 20:21:25.239987+00,PREMIUM
c3333333-3333-4333-8333-000000000001,a3333333-3333-4333-8333-333333333333,Vanilla Dreams Body Splash 250ml,vanilla-dreams-body-splash-250ml,بودي سبلاش برائحة الفانيليا الدافئة ولمسة خفيفة من المسك الأبيض.,{},280.00,350.00,50,true,true,,"[""https://images.unsplash.com/photo-1547887537-6158d64c35b3?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,HOT
c3333333-3333-4333-8333-000000000002,a3333333-3333-4333-8333-333333333333,Vitamin C Brightening Eye Cream,aura-vitamin-c-brightening-eye-cream,كريم منطقة العين لمنع الهالات السوداء والانتفاخات بخلاصة فيتامين C.,{},390.00,480.00,25,false,false,,"[""https://images.unsplash.com/photo-1556228720-195a672e8a03?auto=format&fit=crop&w=600&q=80""]",[],4.80,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,NEW
c3333333-3333-4333-8333-000000000003,a3333333-3333-4333-8333-333333333333,Ocean Coconut Body Mist Splash 250ml,ocean-coconut-body-mist-splash-250ml,بودي سبلاش منعش وجذاب برائحة جوز الهند الطبيعي ونسمات البحر الصيفية.,{},310.00,400.00,35,true,false,,"[""https://images.unsplash.com/photo-1592945403244-b3fbafd7f539?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,BESTSELLER
c3333333-3333-4333-8333-000000000004,a3333333-3333-4333-8333-333333333333,Rose Water Face Toner 200ml,aura-rose-water-face-toner-200ml,تونر ماء الورد الطبيعي لغلق المسام وإنعاش البشرة بعد التغسيل.,{},220.00,290.00,45,false,false,,"[""https://images.unsplash.com/photo-1527799820374-dcf8d9d4a388?auto=format&fit=crop&w=600&q=80""]",[],4.70,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,SALE
c351193c-f88f-4403-a686-5680634ae856,a2222222-2222-4222-8222-222222222222,"Magnetic Wireless Power Bank 10,000mAh",magnetic-wireless-power-bank-10000-99956,باور بانك مغناطيسي سريع يدعم MagSafe وشحن لاسلكي مريح للغاية.,{},980.00,1274.00,73,true,false,,"[""https://images.unsplash.com/photo-1609592424074-b52b3602ee51?auto=format&fit=crop&w=600&q=80""]",[],5.00,0,2026-08-17 20:22:55.673255+00,2026-08-17 20:22:55.673255+00,HOT
c4444444-4444-4444-8444-000000000001,a4444444-4444-4444-8444-444444444444,Frozen Mint Body Splash 250ml,aura-frozen-mint-body-splash-250ml,بودي سبلاش رجالي فائق الانتعاش برائحة النعناع الأخضر والبرغموت.,{},299.00,380.00,40,true,true,,"[""https://images.unsplash.com/photo-1616949755610-8c9bbc08f138?auto=format&fit=crop&w=600&q=80""]",[],4.90,0,2026-08-17 20:18:16.455223+00,2026-08-17 20:18:16.455223+00,HOT
